日期,宁德时代,新能源汽车,锂电池
2021/10/19,18664,4628,1845
2021/10/20,15093,4397,1995
2021/10/21,12500,3970,1656
2021/10/22,11912,4524,1765
2021/10/23,6560,4470,1455
2021/10/24,6390,4713,1440
2021/10/25,17437,5331,1936
2021/10/26,18055,5998,2047
2021/10/27,32381,5673,1914
2021/10/28,29544,5616,1932
2021/10/29,26504,5096,1885
2021/10/30,12397,4748,1517
2021/10/31,8521,4854,1527
2021/11/1,24526,4843,1990
2021/11/2,19549,5187,2025
2021/11/3,15586,4696,1910
2021/11/4,18664,4755,1944
2021/11/5,18949,4808,1813
2021/11/6,10214,4360,1506
2021/11/7,6488,4555,1536
2021/11/8,16482,3853,2130
2021/11/9,15338,4296,1950
2021/11/10,14733,4890,2009
2021/11/11,14297,4575,1831
2021/11/12,12893,4681,1649
2021/11/13,5749,4822,1459
2021/11/14,5666,5020,1456
2021/11/15,14669,5152,2008
2021/11/16,16053,5273,1941
2021/11/17,13709,5198,2131
2021/11/18,13133,5199,2001
2021/11/19,12408,5376,1852
2021/11/20,5691,4808,1601
2021/11/21,5153,5274,1624
2021/11/22,19581,5523,2244
2021/11/23,17819,5182,2067
2021/11/24,13962,4928,1906
2021/11/25,12279,5165,1919
2021/11/26,11357,5006,1860
2021/11/27,5429,4949,1465
2021/11/28,5111,4914,1377
2021/11/29,16082,5669,1972
2021/11/30,16975,5056,1864
2021/12/1,16868,4995,1859
2021/12/2,14223,4655,1771
2021/12/3,13430,4264,1740
2021/12/4,9103,4389,1387
2021/12/5,9733,4741,1399
2021/12/6,18077,4989,1836
2021/12/7,20761,5034,2224
2021/12/8,17769,5115,1928
2021/12/9,16685,4834,1953
2021/12/10,15982,4708,1846
2021/12/11,6525,4657,1935
2021/12/12,5557,4690,1561
2021/12/13,18539,4793,1944
2021/12/14,12898,4840,1909
2021/12/15,12534,4968,1811
2021/12/16,12493,4873,1834
2021/12/17,11438,4894,1771
2021/12/18,5303,4477,1423
2021/12/19,4817,4592,1349
2021/12/20,13426,4859,1859
2021/12/21,12675,5072,1743
2021/12/22,11773,4211,1695
2021/12/23,12766,4293,1722
2021/12/24,32725,4220,2110
2021/12/25,9448,3935,1534
2021/12/26,6712,4117,1414
2021/12/27,18184,4205,1743
2021/12/28,14582,4154,1756
2021/12/29,13939,4453,1810
2021/12/30,12513,4385,1617
2021/12/31,11410,3897,1451
2022/1/1,4764,3738,1194
2022/1/2,4838,4117,1285
2022/1/3,5560,4260,1275
2022/1/4,17040,4187,1662
2022/1/5,18042,4027,1590
2022/1/6,16125,3696,1568
2022/1/7,15068,3645,1537
2022/1/8,5539,3235,1258
2022/1/9,4671,3144,1216
2022/1/10,13433,3415,1512
2022/1/11,12702,3336,1547
2022/1/12,14600,3474,1553
2022/1/13,14854,3253,1584
2022/1/14,12541,3245,1414
2022/1/15,5585,3057,1278
2022/1/16,5701,3018,1188
2022/1/17,15020,3442,1396
2022/1/18,15908,3353,1411
2022/1/19,17367,3347,1587
2022/1/20,14232,3389,1412
2022/1/21,11854,3194,1305
2022/1/22,5110,3119,1197
2022/1/23,4946,3225,1154
2022/1/24,11325,3370,1329
2022/1/25,12318,3213,1294
2022/1/26,11391,3388,1334
2022/1/27,14366,3320,1294
2022/1/28,17483,3372,1213
2022/1/29,6008,3195,1131
2022/1/30,5516,3063,1105
2022/1/31,4544,2188,915
2022/2/1,4384,2643,1009
2022/2/2,4616,3346,1040
2022/2/3,4870,3853,1064
2022/2/4,4808,4076,1096
2022/2/5,4739,4086,1110
2022/2/6,5192,4332,1192
2022/2/7,15313,4556,1429
2022/2/8,32663,4576,1698
2022/2/9,21417,4569,1883
2022/2/10,51511,4582,2660
2022/2/11,51058,4560,2194
2022/2/12,20689,4482,1645
2022/2/13,18980,4401,1575
2022/2/14,46750,4466,1990
2022/2/15,56121,4413,1956
2022/2/16,29337,4543,1928
2022/2/17,19844,4825,2268
2022/2/18,16578,4624,2002
2022/2/19,9939,4837,1576
2022/2/20,7039,4813,1510
2022/2/21,17637,5011,1956
2022/2/22,18351,4906,1896
2022/2/23,15349,4881,2066
2022/2/24,15674,4840,1888
2022/2/25,13353,4697,1865
2022/2/26,5427,4542,1531
2022/2/27,4949,4615,1536
2022/2/28,12465,5327,1948
2022/3/1,12250,5582,1946
2022/3/2,13263,5730,2076
2022/3/3,13428,6194,2123
2022/3/4,15204,6064,2024
2022/3/5,5898,5855,1645
2022/3/6,5233,5775,1509
2022/3/7,24196,6778,2003
2022/3/8,24516,6697,2176
2022/3/9,22457,8580,2231
2022/3/10,18359,9305,2255
2022/3/11,17010,13421,2038
2022/3/12,6157,14100,1832
2022/3/13,5125,12406,1683
2022/3/14,15122,9768,1937
2022/3/15,19881,9854,1942
2022/3/16,19055,11067,2007
2022/3/17,23924,10833,2122
2022/3/18,16570,10529,1971
2022/3/19,6418,11715,1596
2022/3/20,5900,10656,1667
2022/3/21,14118,9329,2068
2022/3/22,12020,8039,2073
2022/3/23,12055,7416,1974
2022/3/24,12225,6662,1981
2022/3/25,11924,6199,1891
2022/3/26,5476,5465,1664
2022/3/27,5486,5835,1572
2022/3/28,15907,5983,1983
2022/3/29,14076,5817,2054
2022/3/30,14392,5790,2049
2022/3/31,13893,5525,2063
2022/4/1,11793,5310,1745
2022/4/2,6502,5544,1611
2022/4/3,4485,5508,1362
2022/4/4,5095,6977,1352
2022/4/5,4824,6617,1378
2022/4/6,11893,7201,1885
2022/4/7,12225,6180,1735
2022/4/8,11421,5748,1860
2022/4/9,5082,5054,1490
2022/4/10,5360,4930,1516
2022/4/11,25148,5318,2212
2022/4/12,17838,5250,1964
2022/4/13,14609,4892,1839
2022/4/14,15863,5365,1749
2022/4/15,18821,4828,1822
2022/4/16,5980,4781,1792
2022/4/17,5268,4442,1473
2022/4/18,15066,4448,1639
2022/4/19,14434,4899,1601
2022/4/20,40917,4791,1693
2022/4/21,31986,4364,1655
2022/4/22,23053,4427,1594
2022/4/23,6864,4316,1267
2022/4/24,9483,4889,1551
2022/4/25,35666,4791,1666
2022/4/26,27324,5082,1673
2022/4/27,26016,4876,1755
2022/4/28,22065,4698,1724
2022/4/29,28591,4585,1619
2022/4/30,10228,4527,1250
2022/5/1,6618,4382,1208
2022/5/2,6308,4355,1249
2022/5/3,5980,4514,1286
2022/5/4,6892,5655,1388
2022/5/5,61678,4751,1619
2022/5/6,30254,4645,1647
2022/5/7,10056,4516,1592
2022/5/8,6448,4226,1287
